SameCity,SameDistrict,SameNeighborhood,DistancePriority,NeedScore,ReliabilityScore,CompletedDeliveryCount,CancelledRequestCount,PendingRequestCount,PreviousSuccessfulRequests,ProductRiskLevel,DaysUntilExpiration,IsSensitiveFood,DonorPastShareCount,RequesterPastReceiveCount,RequestHour,ProductCategory,MatchScore,MatchLabel
False,False,False,99,59,38,12,3,4,10,High,15,True,16,4,15,Sebze,44.56,Low
True,True,False,2,4,35,25,1,2,0,Low,12,True,25,9,9,Meyve,74.28,Medium
True,True,False,2,24,45,3,6,6,8,Critical,6,False,25,13,17,Konserve,65.88,Medium
True,True,False,2,2,87,29,7,4,0,Medium,10,True,19,22,21,Kuru Gıda,79.16,High
True,True,True,1,9,92,8,2,0,0,Low,10,False,23,21,12,Fırın Ürünü,100.0,High
True,True,False,2,25,25,9,3,1,7,Critical,8,False,4,24,16,Konserve,83.7,High
False,False,False,99,66,89,24,2,5,2,Critical,15,True,3,0,16,Fırın Ürünü,66.06,Medium
True,False,False,3,52,71,22,7,0,9,Low,11,False,3,22,11,Konserve,74.9,Medium
True,True,False,2,61,99,24,2,3,3,Critical,6,True,14,24,13,Fırın Ürünü,100.0,High
False,False,False,99,39,99,23,0,3,4,High,13,True,25,19,17,Süt Ürünleri,100.0,High
True,False,False,3,37,55,8,0,4,9,Critical,12,False,6,14,19,Sebze,82.94,High
False,False,False,99,98,93,8,8,3,19,High,18,False,1,18,10,Konserve,54.44,Medium
False,False,False,99,0,56,27,6,0,19,Medium,5,True,14,22,17,Süt Ürünleri,65.46,Medium
True,True,True,1,65,28,3,7,1,5,Critical,6,False,16,23,20,Fırın Ürünü,84.28,High
True,True,False,2,69,58,26,4,5,7,High,-1,False,6,2,19,Et Ürünleri,93.56,High
True,True,True,1,64,85,7,6,0,5,Medium,13,True,16,17,13,Meyve,100.0,High
True,True,True,1,82,57,2,2,3,4,Medium,5,False,16,11,13,Konserve,100.0,High
True,True,True,1,76,30,27,7,5,14,Critical,15,True,18,21,16,Pişmiş Yemek,100.0,High
True,True,True,1,98,50,13,7,2,8,High,13,False,13,22,18,Sebze,100.0,High
True,True,True,1,93,78,28,3,3,4,Medium,17,False,10,9,19,Et Ürünleri,100.0,High
True,True,False,2,38,48,8,7,4,16,High,17,True,5,22,19,Pişmiş Yemek,76.84,High
True,False,False,3,2,31,24,4,0,4,Medium,18,True,10,21,21,Pişmiş Yemek,59.7,Medium
True,True,False,2,91,61,0,6,4,6,Medium,18,False,11,6,17,Sebze,62.28,Medium
True,True,True,1,32,25,18,1,1,3,Medium,10,True,13,22,22,Sebze,98.34,High
True,True,False,2,10,50,2,4,4,2,Medium,7,False,9,6,21,Sebze,42.4,Low
False,False,False,99,87,22,27,3,2,9,Low,9,True,3,16,10,Konserve,51.26,Medium
False,False,False,99,36,38,13,4,0,0,High,15,True,11,2,18,Et Ürünleri,27.3,Low
True,True,False,2,56,80,19,8,0,10,High,9,False,10,25,10,Kuru Gıda,100.0,High
True,False,False,3,71,42,25,4,6,6,Low,4,False,9,15,13,Et Ürünleri,70.54,Medium
True,True,False,2,49,75,2,2,0,6,High,5,False,5,20,19,Konserve,97.28,High
False,False,False,99,87,66,7,6,3,5,Critical,6,False,4,22,11,Fırın Ürünü,49.3,Medium
True,True,False,2,8,28,7,7,0,16,Critical,17,True,15,5,9,Fırın Ürünü,61.74,Medium
False,False,False,99,60,73,17,3,0,14,High,15,True,25,10,22,Meyve,81.58,High
True,False,False,3,90,22,21,6,6,18,Medium,19,True,17,23,21,Süt Ürünleri,73.02,Medium
True,True,False,2,69,59,17,7,1,13,Medium,17,False,9,21,9,Et Ürünleri,93.82,High
True,True,False,2,58,31,26,7,2,13,Medium,18,False,20,7,19,Pişmiş Yemek,81.42,High
True,False,False,3,94,51,23,2,4,16,Critical,15,False,7,19,22,Süt Ürünleri,100.0,High
True,True,False,2,92,84,19,6,1,4,Critical,3,False,21,8,22,Meyve,100.0,High
True,False,False,3,94,46,11,7,1,1,Low,4,True,14,15,16,Süt Ürünleri,65.74,Medium
True,True,False,2,88,32,22,7,1,1,Critical,6,False,16,0,18,Süt Ürünleri,79.88,High
False,False,False,99,81,68,26,4,4,5,Low,11,True,12,19,14,Meyve,63.6,Medium
True,True,True,1,4,46,9,1,3,6,Critical,14,False,13,3,18,Fırın Ürünü,90.64,High
True,True,False,2,11,94,26,4,3,12,Low,9,False,6,16,22,Fırın Ürünü,87.26,High
True,False,False,3,37,21,10,1,2,2,Critical,7,False,25,7,21,Pişmiş Yemek,68.9,Medium
True,False,False,3,89,29,28,0,0,19,Medium,8,True,4,10,10,Meyve,100.0,High
True,False,False,3,92,24,20,8,5,6,Medium,12,True,15,12,17,Et Ürünleri,54.88,Medium
True,False,False,3,91,40,8,0,3,3,Medium,0,True,11,8,18,Sebze,88.52,High
True,True,False,2,18,93,10,3,2,4,Medium,-1,True,8,8,20,Et Ürünleri,100.0,High
False,False,False,99,3,49,20,8,6,18,High,9,True,0,10,16,Sebze,26.7,Low
False,False,False,99,76,56,19,4,0,8,Low,15,False,16,7,14,Meyve,58.78,Medium
True,True,True,1,28,96,15,0,5,10,High,3,False,17,16,10,Sebze,100.0,High
True,True,True,1,93,99,28,3,1,19,Critical,6,True,19,20,9,Kuru Gıda,100.0,High
True,True,False,2,29,42,19,1,4,19,High,17,True,2,11,16,Pişmiş Yemek,98.4,High
False,False,False,99,16,34,16,7,4,7,Low,12,False,8,23,10,Kuru Gıda,18.56,Low
True,False,False,3,28,53,7,0,5,13,Low,15,True,20,2,17,Et Ürünleri,77.14,High
True,True,False,2,16,51,14,3,4,17,Critical,-1,True,7,5,16,Et Ürünleri,100.0,High
True,True,False,2,7,62,2,2,1,6,Low,9,False,12,15,12,Et Ürünleri,73.66,Medium
True,True,False,2,48,69,5,5,1,5,Critical,3,False,24,16,20,Konserve,94.6,High
False,False,False,99,40,22,10,7,0,1,Critical,17,False,3,6,20,Kuru Gıda,9.92,Low
True,True,False,2,23,81,20,6,1,6,Low,18,False,13,1,19,Konserve,70.32,Medium
True,True,False,2,15,65,26,0,4,17,Medium,20,False,6,1,18,Et Ürünleri,100.0,High
False,False,False,99,70,100,6,2,0,19,High,8,False,1,5,12,Fırın Ürünü,71.1,Medium
True,True,False,2,69,42,19,8,1,11,Medium,18,False,1,7,14,Pişmiş Yemek,72.3,Medium
False,False,False,99,74,43,1,6,2,20,Medium,0,True,2,3,22,Et Ürünleri,26.26,Low
True,True,True,1,11,88,26,7,2,7,Critical,18,True,24,18,17,Kuru Gıda,100.0,High
True,True,True,1,68,29,9,5,6,17,Critical,11,False,2,11,18,Konserve,87.2,High
True,True,True,1,67,29,29,3,1,16,High,14,True,20,2,11,Süt Ürünleri,100.0,High
True,True,False,2,58,92,9,3,2,0,Medium,15,False,23,13,14,Konserve,94.08,High
False,False,False,99,95,90,18,8,2,14,Low,8,False,24,18,17,Konserve,67.3,Medium
True,False,False,3,59,36,7,1,1,19,Critical,2,True,20,2,18,Pişmiş Yemek,97.44,High
True,True,False,2,28,64,28,6,4,14,Medium,13,True,13,12,19,Et Ürünleri,89.6,High
True,False,False,3,25,31,24,7,2,15,High,18,True,3,5,10,Pişmiş Yemek,55.96,Medium
False,False,False,99,27,50,9,2,1,17,Low,9,True,10,3,21,Meyve,42.54,Low
True,False,False,3,7,30,20,8,5,6,Critical,17,True,2,4,22,Konserve,23.54,Low
True,True,False,2,77,50,3,6,5,20,Low,17,True,13,25,9,Et Ürünleri,78.54,High
True,False,False,3,5,95,14,4,3,16,Critical,6,False,24,10,11,Et Ürünleri,96.1,High
True,True,False,2,17,36,10,0,2,0,Critical,20,True,24,10,16,Fırın Ürünü,86.7,High
True,True,True,1,22,49,22,3,1,6,Low,5,False,22,22,13,Konserve,100.0,High
False,False,False,99,1,58,24,8,1,14,Low,7,False,21,17,21,Kuru Gıda,37.9,Low
True,True,False,2,47,89,30,6,4,7,High,19,False,0,6,8,Et Ürünleri,77.58,High
True,False,False,3,15,34,5,8,6,3,Medium,9,True,6,6,14,Meyve,7.74,Low
False,False,False,99,17,47,7,6,6,6,Medium,1,False,8,24,22,Pişmiş Yemek,19.06,Low
True,True,False,2,85,47,21,6,4,15,High,1,True,18,23,11,Et Ürünleri,100.0,High
True,False,False,3,69,39,12,5,2,11,High,14,False,9,5,22,Meyve,62.32,Medium
True,True,True,1,37,56,11,5,5,11,Low,20,False,5,21,19,Pişmiş Yemek,80.6,High
True,True,False,2,12,65,3,4,0,15,Medium,8,False,1,22,17,Konserve,83.94,High
True,True,False,2,32,32,4,4,6,20,Low,13,False,2,22,21,Fırın Ürünü,56.26,Medium
True,True,False,2,19,21,23,6,4,7,Low,-2,False,21,15,16,Konserve,78.94,High
True,True,False,2,51,36,18,5,2,5,Low,13,False,10,14,20,Meyve,72.18,Medium
True,True,False,2,67,67,23,0,2,8,Critical,6,False,22,10,13,Et Ürünleri,100.0,High
True,False,False,3,83,97,7,0,5,18,Medium,5,False,14,3,20,Konserve,100.0,High
True,True,False,2,0,89,19,8,4,5,Critical,-1,False,10,1,12,Meyve,74.54,Medium
False,False,False,99,17,79,14,7,1,8,Critical,12,False,20,6,18,Fırın Ürünü,44.18,Low
True,True,False,2,73,44,29,1,0,19,Low,2,False,9,11,9,Meyve,100.0,High
False,False,False,99,58,59,24,1,0,4,High,13,True,17,20,21,Sebze,83.0,High
True,False,False,3,65,90,17,2,6,4,Medium,0,False,14,3,17,Pişmiş Yemek,92.2,High
True,True,False,2,41,55,20,4,5,4,Medium,7,True,3,0,20,Pişmiş Yemek,71.32,Medium
True,True,True,1,15,93,15,2,4,15,Critical,6,True,14,21,11,Konserve,100.0,High
False,False,False,99,71,96,26,8,1,2,Low,15,True,16,12,20,Fırın Ürünü,53.18,Medium
True,False,False,3,67,92,27,1,5,10,Critical,5,True,11,18,12,Et Ürünleri,100.0,High
False,False,False,99,64,98,2,4,4,13,High,18,True,12,22,12,Kuru Gıda,74.06,Medium
True,True,False,2,24,52,2,2,4,7,Low,-2,False,7,2,20,Pişmiş Yemek,65.1,Medium
True,False,False,3,99,50,9,0,6,3,Critical,4,True,22,13,11,Pişmiş Yemek,100.0,High
False,False,False,99,48,67,17,6,2,10,Critical,-2,False,17,18,20,Kuru Gıda,72.88,Medium
True,True,False,2,82,40,22,7,2,2,Medium,5,True,21,3,22,Et Ürünleri,67.54,Medium
True,True,False,2,85,66,9,1,5,1,Low,19,True,1,14,20,Et Ürünleri,83.36,High
True,True,True,1,67,44,12,6,5,13,Medium,10,True,5,20,10,Fırın Ürünü,88.28,High
False,False,False,99,59,91,5,3,1,6,Low,16,True,12,1,9,Pişmiş Yemek,49.24,Medium
True,True,True,1,29,24,12,7,0,19,Low,19,True,21,12,13,Meyve,81.42,High
True,True,True,1,17,55,2,0,0,3,Medium,13,False,13,8,10,Et Ürünleri,92.34,High
True,True,True,1,42,46,3,4,6,20,Medium,18,True,21,5,13,Pişmiş Yemek,87.8,High
True,True,True,1,47,82,15,8,1,10,Critical,2,False,16,7,15,Kuru Gıda,100.0,High
True,True,False,2,57,46,23,8,4,7,Critical,9,False,11,1,8,Et Ürünleri,65.2,Medium
True,True,True,1,39,96,9,8,4,3,Low,8,False,4,19,13,Sebze,69.14,Medium
True,True,True,1,63,95,3,1,4,8,Critical,20,True,14,11,21,Kuru Gıda,100.0,High
True,False,False,3,10,52,7,8,3,3,High,20,False,0,15,18,Kuru Gıda,30.72,Low
False,False,False,99,88,34,30,7,4,16,High,8,True,20,20,14,Pişmiş Yemek,62.4,Medium
True,True,True,1,8,44,3,6,2,9,Low,1,True,23,18,21,Kuru Gıda,72.2,Medium
True,True,True,1,91,27,30,6,0,12,Medium,2,True,21,20,12,Pişmiş Yemek,100.0,High
True,True,True,1,30,67,0,3,4,9,Medium,5,True,12,4,20,Süt Ürünleri,82.82,High
True,True,True,1,43,93,14,8,6,18,Low,13,True,16,4,16,Sebze,92.14,High
True,True,True,1,89,96,19,6,0,20,High,14,True,9,12,13,Sebze,100.0,High
True,False,False,3,82,93,2,5,3,6,High,6,True,24,4,15,Pişmiş Yemek,86.32,High
True,False,False,3,77,30,0,2,6,11,High,14,False,3,14,11,Sebze,63.84,Medium
True,True,False,2,25,49,26,4,5,6,Medium,19,False,24,12,17,Meyve,83.64,High
False,False,False,99,85,57,30,5,6,7,Critical,13,False,23,10,8,Meyve,56.92,Medium
False,False,False,99,30,56,12,3,2,10,Medium,-2,True,6,14,8,Et Ürünleri,62.26,Medium
True,False,False,3,43,48,13,0,0,15,Low,6,False,5,17,21,Fırın Ürünü,93.34,High
True,False,False,3,64,28,28,1,2,9,High,6,False,11,20,17,Et Ürünleri,100.0,High
False,False,False,99,78,69,4,8,0,11,Critical,-2,False,13,24,22,Meyve,57.6,Medium
True,False,False,3,27,76,18,2,2,4,Medium,10,True,25,9,21,Et Ürünleri,90.5,High
False,False,False,99,67,56,18,6,6,5,High,16,True,4,12,19,Sebze,37.4,Low
True,False,False,3,91,57,28,2,5,17,High,7,True,6,16,16,Süt Ürünleri,100.0,High
True,True,True,1,7,25,1,1,6,10,Medium,4,True,14,0,22,Pişmiş Yemek,59.84,Medium
True,False,False,3,29,99,0,3,3,13,Critical,5,True,5,25,9,Süt Ürünleri,95.92,High
True,True,False,2,81,38,28,7,3,20,High,0,False,6,8,20,Konserve,97.1,High
True,True,True,1,91,27,21,7,3,5,Low,19,True,6,4,13,Fırın Ürünü,70.24,Medium
True,False,False,3,37,62,23,7,6,7,Critical,0,False,12,10,21,Konserve,67.86,Medium
False,False,False,99,97,92,24,6,3,8,Medium,13,False,10,20,21,Konserve,63.06,Medium
True,True,False,2,88,50,0,5,4,1,High,5,True,6,19,11,Konserve,76.16,High
True,True,True,1,18,75,9,4,3,17,Low,10,True,18,11,13,Et Ürünleri,100.0,High
False,False,False,99,73,76,21,8,6,4,Medium,19,False,13,22,15,Et Ürünleri,41.62,Low
True,True,False,2,79,50,25,1,5,18,Critical,9,True,20,3,17,Fırın Ürünü,100.0,High
True,False,False,3,2,60,22,1,5,0,Low,4,False,18,25,9,Konserve,74.34,Medium
True,True,True,1,56,67,8,2,3,11,Medium,7,True,2,19,14,Pişmiş Yemek,100.0,High
True,True,True,1,78,83,23,3,1,19,Low,8,False,1,13,9,Konserve,100.0,High
True,True,True,1,20,97,0,4,5,18,Critical,2,False,19,4,12,Pişmiş Yemek,100.0,High
True,True,False,2,66,23,25,0,2,18,High,8,False,16,16,22,Pişmiş Yemek,100.0,High
True,True,False,2,21,56,20,6,3,13,Medium,-1,False,4,9,10,Fırın Ürünü,89.08,High
False,False,False,99,91,28,14,0,4,14,Medium,-1,True,9,11,10,Pişmiş Yemek,79.3,High
True,True,False,2,45,46,13,1,3,1,Medium,8,False,20,3,14,Süt Ürünleri,83.76,High
False,False,False,99,94,45,28,5,0,5,Medium,-2,True,22,20,15,Sebze,87.38,High
True,False,False,3,32,78,8,4,6,2,Low,9,True,20,21,19,Et Ürünleri,68.52,Medium
True,True,False,2,82,76,0,1,0,12,Critical,-2,True,2,13,10,Kuru Gıda,100.0,High
False,False,False,99,70,58,18,0,4,0,Low,0,False,1,11,22,Fırın Ürünü,54.88,Medium
True,True,True,1,2,44,1,6,6,16,Low,12,False,4,17,17,Et Ürünleri,57.28,Medium
True,True,True,1,23,40,11,1,4,12,Low,15,True,11,23,20,Süt Ürünleri,95.46,High
True,True,True,1,11,21,1,4,6,10,Critical,17,True,21,5,19,Süt Ürünleri,61.78,Medium
True,True,True,1,72,38,20,0,4,19,Low,6,True,8,4,13,Fırın Ürünü,100.0,High
True,False,False,3,68,93,3,4,6,1,Medium,9,True,10,11,9,Fırın Ürünü,65.34,Medium
True,False,False,3,23,25,13,6,4,11,Low,10,True,3,18,16,Meyve,42.56,Low
True,True,False,2,94,55,29,5,3,18,Low,0,True,2,9,21,Süt Ürünleri,100.0,High
True,False,False,3,44,62,19,1,6,16,Medium,11,True,24,7,17,Süt Ürünleri,100.0,High
True,True,False,2,71,63,0,2,4,2,High,11,True,25,14,10,Süt Ürünleri,92.0,High
True,False,False,3,1,25,3,3,2,14,High,6,True,9,18,15,Kuru Gıda,64.12,Medium
False,False,False,99,79,95,4,7,4,20,Low,10,True,13,0,11,Sebze,43.48,Low
True,False,False,3,50,70,27,3,5,7,Critical,-1,False,25,23,19,Fırın Ürünü,100.0,High
True,True,True,1,46,91,24,1,0,8,Medium,19,False,5,22,16,Meyve,100.0,High
True,True,True,1,61,29,20,8,4,16,High,1,False,25,8,8,Sebze,100.0,High
True,True,False,2,33,53,18,7,6,9,High,20,True,15,5,15,Fırın Ürünü,72.84,Medium
True,False,False,3,12,72,8,3,4,13,Critical,16,False,24,3,19,Et Ürünleri,73.16,Medium
True,True,True,1,8,64,23,1,2,13,Low,17,False,8,13,13,Fırın Ürünü,100.0,High
True,True,False,2,19,92,27,4,0,3,Critical,18,True,1,12,18,Et Ürünleri,100.0,High
False,False,False,99,81,97,15,8,3,19,High,20,True,3,13,22,Sebze,60.64,Medium
True,True,False,2,100,85,4,0,4,2,Critical,16,False,21,5,11,Konserve,100.0,High
False,False,False,99,57,42,14,7,6,9,High,9,False,12,19,11,Kuru Gıda,36.26,Low
True,True,True,1,7,66,3,0,6,2,Low,6,False,3,19,13,Süt Ürünleri,80.4,High
True,True,True,1,44,78,28,0,6,6,High,4,True,16,15,11,Et Ürünleri,100.0,High
True,True,False,2,43,36,30,0,5,2,Medium,6,True,2,19,20,Fırın Ürünü,88.82,High
False,False,False,99,4,77,8,0,4,0,High,2,False,13,11,11,Sebze,52.5,Medium
True,True,False,2,59,35,14,4,4,11,Low,6,False,7,9,13,Fırın Ürünü,77.38,High
True,False,False,3,35,47,25,2,2,4,Low,15,False,14,1,9,Konserve,64.92,Medium
True,True,True,1,58,43,4,0,3,6,Medium,20,False,0,13,18,Sebze,93.94,High
True,True,True,1,85,56,26,2,5,13,Medium,-2,False,7,22,14,Kuru Gıda,100.0,High
True,False,False,3,65,42,7,2,6,7,Low,-2,True,16,6,19,Sebze,65.22,Medium
True,False,False,3,77,22,13,3,5,6,Low,9,True,10,14,14,Pişmiş Yemek,59.46,Medium
True,True,False,2,74,38,21,7,6,18,Critical,4,True,8,4,9,Meyve,77.96,High
True,True,False,2,68,33,30,4,6,18,Medium,13,False,1,13,9,Konserve,84.84,High
True,True,False,2,24,97,5,7,0,2,Medium,12,False,8,22,16,Et Ürünleri,70.9,Medium
True,True,False,2,13,60,16,5,0,14,Low,3,False,15,7,22,Sebze,84.36,High
True,False,False,3,22,70,22,4,4,17,Critical,6,True,15,17,9,Kuru Gıda,100.0,High
True,False,False,3,7,76,21,8,0,20,Medium,9,True,22,22,12,Meyve,95.8,High
True,False,False,3,13,26,8,1,4,10,Medium,0,True,17,7,11,Süt Ürünleri,72.92,Medium
False,False,False,99,40,62,9,0,3,10,Medium,0,True,20,18,9,Konserve,85.62,High
True,True,False,2,18,67,14,5,2,4,Low,7,False,0,9,10,Süt Ürünleri,63.28,Medium
True,True,True,1,54,99,16,0,1,3,Medium,5,False,1,22,22,Konserve,100.0,High
True,False,False,3,27,35,26,6,5,19,Low,7,False,25,13,15,Fırın Ürünü,68.94,Medium
True,True,True,1,66,100,30,1,6,0,Low,20,False,19,5,9,Süt Ürünleri,100.0,High
True,False,False,3,7,55,24,3,4,7,High,2,True,12,1,14,Fırın Ürünü,78.64,High
True,True,True,1,34,79,21,3,4,5,Critical,16,True,2,23,18,Meyve,100.0,High
True,True,True,1,7,94,29,6,1,4,High,16,False,20,9,19,Süt Ürünleri,98.18,High
False,False,False,99,92,83,23,5,6,3,High,17,True,14,9,20,Meyve,63.62,Medium
True,False,False,3,61,54,17,2,6,6,Medium,-2,True,15,12,9,Sebze,94.36,High
False,False,False,99,92,94,6,3,4,16,Critical,2,False,22,6,18,Meyve,83.28,High
True,True,False,2,53,62,10,8,4,2,Critical,8,False,25,24,13,Sebze,74.58,Medium
True,True,False,2,80,61,1,8,0,11,Low,13,False,13,21,16,Konserve,74.66,Medium
True,False,False,3,43,38,10,0,1,13,High,15,True,13,6,20,Sebze,85.64,High
True,True,True,1,73,24,29,6,5,9,Low,7,True,6,0,9,Meyve,67.6,Medium
False,False,False,99,77,48,2,0,5,12,High,3,True,24,4,13,Kuru Gıda,71.42,Medium
True,True,True,1,22,52,3,8,5,6,High,-1,True,15,11,19,Konserve,72.26,Medium
True,True,False,2,39,49,8,2,3,0,High,7,False,12,3,8,Sebze,71.12,Medium
True,True,True,1,35,26,16,5,2,9,Low,0,True,13,11,20,Konserve,88.46,High
True,True,True,1,44,89,28,7,1,20,Low,18,True,17,5,10,Fırın Ürünü,100.0,High
True,False,False,3,44,79,18,0,6,14,High,7,False,3,1,18,Meyve,94.62,High
True,True,False,2,46,65,8,7,1,18,Low,14,True,20,22,16,Konserve,92.62,High
True,False,False,3,96,64,6,2,1,19,High,-2,False,4,3,15,Meyve,100.0,High
True,True,True,1,98,45,5,8,0,17,Critical,10,True,0,25,8,Süt Ürünleri,100.0,High
True,True,True,1,58,78,17,4,3,5,High,20,False,0,5,13,Pişmiş Yemek,95.64,High
True,True,False,2,4,53,2,1,6,8,Critical,9,True,22,15,17,Fırın Ürünü,88.56,High
True,True,True,1,52,47,14,8,6,0,Low,6,False,4,3,19,Süt Ürünleri,43.66,Low
True,True,True,1,90,55,17,6,0,15,Low,12,False,18,4,20,Süt Ürünleri,100.0,High
True,True,False,2,78,26,22,7,3,5,Medium,15,True,23,11,15,Süt Ürünleri,75.12,High
True,True,False,2,62,94,6,5,0,19,High,12,True,16,23,11,Pişmiş Yemek,100.0,High
True,True,True,1,14,70,13,2,6,6,High,17,True,24,6,20,Pişmiş Yemek,97.98,High
True,True,True,1,76,63,10,5,6,18,Critical,17,True,25,21,10,Kuru Gıda,100.0,High
True,False,False,3,1,45,28,4,1,1,Medium,-2,True,12,6,10,Pişmiş Yemek,74.02,Medium
True,True,False,2,24,98,24,0,3,4,Medium,19,False,18,6,18,Konserve,100.0,High
True,True,False,2,75,54,12,6,2,10,Critical,14,True,8,17,9,Kuru Gıda,95.74,High
True,True,False,2,72,54,19,6,0,1,Medium,17,True,3,4,8,Pişmiş Yemek,75.08,High
True,False,False,3,26,66,3,6,3,10,Low,17,False,15,24,20,Et Ürünleri,52.58,Medium
True,True,False,2,37,90,21,7,0,12,Medium,7,False,3,23,21,Et Ürünleri,94.44,High
False,False,False,99,40,35,21,6,4,10,Medium,4,False,16,3,15,Konserve,36.1,Low
False,False,False,99,1,76,1,2,1,0,Critical,13,False,2,8,11,Kuru Gıda,28.48,Low
True,False,False,3,82,67,23,1,5,7,High,8,True,18,10,20,Meyve,100.0,High
True,False,False,3,76,46,2,8,3,15,Medium,3,True,2,10,17,Pişmiş Yemek,58.98,Medium
True,True,False,2,71,81,26,1,1,11,Critical,2,True,16,0,21,Pişmiş Yemek,100.0,High
True,True,False,2,55,44,5,4,1,10,Medium,6,True,17,19,14,Sebze,90.24,High
True,True,True,1,51,66,24,0,6,10,Medium,18,True,1,21,9,Sebze,100.0,High
True,True,False,2,57,62,3,4,6,13,Medium,9,False,3,4,15,Sebze,65.66,Medium
True,True,True,1,2,68,26,8,4,14,Medium,4,True,3,11,21,Meyve,79.12,High
True,True,False,2,57,79,25,6,0,2,Medium,6,True,15,4,8,Konserve,96.88,High
True,False,False,3,2,20,30,0,2,13,High,2,True,15,11,10,Konserve,95.94,High
False,False,False,99,7,77,14,1,2,13,High,20,True,20,7,14,Pişmiş Yemek,81.56,High
False,False,False,99,99,47,13,1,0,10,Critical,3,False,9,19,15,Fırın Ürünü,95.4,High
False,False,False,99,31,83,5,7,2,5,High,13,False,19,2,15,Pişmiş Yemek,25.5,Low
False,False,False,99,56,28,18,8,2,18,Critical,11,True,2,25,15,Et Ürünleri,43.7,Low
True,True,True,1,25,37,12,6,0,2,Low,6,True,6,25,13,Meyve,72.52,Medium
True,True,False,2,14,32,17,4,1,20,Low,17,True,8,11,18,Pişmiş Yemek,78.0,High
True,True,False,2,98,28,12,0,0,14,Critical,8,False,1,13,11,Süt Ürünleri,100.0,High
False,False,False,99,73,54,5,4,3,6,Critical,8,True,8,18,18,Sebze,54.0,Medium
True,False,False,3,47,74,7,0,1,6,Critical,14,True,12,4,19,Meyve,92.28,High
True,True,True,1,6,30,14,8,4,2,Critical,13,True,2,0,11,Süt Ürünleri,41.52,Low
True,True,False,2,94,26,25,6,2,9,High,-1,True,10,23,21,Konserve,100.0,High
True,True,False,2,0,44,13,3,3,17,Low,20,True,8,18,12,Pişmiş Yemek,79.34,High
True,True,False,2,1,65,22,1,6,15,Medium,18,True,1,0,21,Fırın Ürünü,82.52,High
True,False,False,3,69,52,0,8,0,8,Low,15,True,21,24,12,Fırın Ürünü,61.1,Medium
False,False,False,99,23,25,27,4,2,16,Low,12,True,1,19,16,Konserve,42.46,Low
False,False,False,99,100,42,15,6,2,2,High,9,True,24,12,10,Pişmiş Yemek,47.22,Medium
True,True,False,2,48,38,28,6,4,0,Medium,9,False,3,5,12,Et Ürünleri,55.44,Medium
True,False,False,3,50,47,7,8,4,19,Medium,17,True,20,20,12,Konserve,68.62,Medium
True,False,False,3,96,48,11,0,6,3,Medium,8,False,9,11,14,Fırın Ürünü,80.6,High
True,True,True,1,61,52,17,6,5,14,Critical,3,False,6,2,15,Sebze,99.04,High
True,False,False,3,69,41,28,2,6,7,Low,19,False,10,6,11,Süt Ürünleri,70.54,Medium
True,False,False,3,99,97,1,5,6,3,Medium,1,False,1,1,20,Et Ürünleri,54.7,Medium
True,False,False,3,64,27,10,4,3,7,High,12,True,15,18,21,Konserve,64.0,Medium
True,True,False,2,99,67,27,0,3,4,High,19,True,4,0,15,Pişmiş Yemek,100.0,High
True,True,True,1,87,75,13,7,1,16,High,18,True,7,9,19,Kuru Gıda,100.0,High
True,False,False,3,94,55,2,5,0,15,Low,6,True,25,4,20,Süt Ürünleri,79.38,High
False,False,False,99,79,93,0,2,0,3,Low,4,True,1,23,13,Fırın Ürünü,66.06,Medium
True,True,False,2,52,54,14,4,5,4,Medium,20,True,6,15,14,Süt Ürünleri,80.68,High
True,True,True,1,50,80,20,6,2,5,Medium,20,True,20,3,13,Konserve,100.0,High
True,False,False,3,14,51,24,0,2,13,High,-2,True,24,18,17,Meyve,100.0,High
True,True,True,1,20,49,22,5,0,16,Medium,-2,False,7,0,19,Et Ürünleri,100.0,High
False,False,False,99,28,21,27,6,0,18,High,14,True,3,20,10,Pişmiş Yemek,48.92,Medium
True,True,False,2,51,32,19,4,1,13,Critical,8,False,2,24,13,Süt Ürünleri,100.0,High
False,False,False,99,39,84,1,4,6,18,Critical,3,True,15,10,14,Et Ürünleri,65.82,Medium
False,False,False,99,15,86,15,2,5,2,High,10,True,18,10,10,Fırın Ürünü,62.56,Medium
True,True,True,1,5,61,27,3,0,13,Medium,-1,False,16,20,9,Süt Ürünleri,100.0,High
True,True,True,1,0,44,18,3,6,16,Critical,0,True,18,18,9,Konserve,100.0,High
True,True,False,2,46,89,0,2,1,19,Low,2,True,20,10,15,Kuru Gıda,100.0,High
True,True,True,1,70,92,21,7,1,2,Critical,4,False,23,13,8,Pişmiş Yemek,100.0,High
True,True,True,1,99,68,0,2,4,0,Medium,5,True,1,23,8,Pişmiş Yemek,97.26,High
True,True,False,2,79,31,29,0,5,8,Low,13,True,15,17,21,Pişmiş Yemek,97.44,High
True,True,False,2,42,91,27,6,4,15,Critical,12,False,5,6,21,Sebze,89.4,High
True,True,False,2,93,63,8,6,0,20,High,9,True,8,12,10,Süt Ürünleri,100.0,High
True,True,False,2,92,34,2,5,0,8,Critical,13,False,16,25,18,Fırın Ürünü,94.78,High
True,True,False,2,85,62,20,8,2,12,Critical,17,False,0,9,9,Et Ürünleri,86.22,High
