ProductName,Category,StorageCondition,DaysUntilExpiration,DaysSinceOpened,IsOpened,IsSensitive,Quantity,PreviousWasteCount,PreviousSharedCount,Season,RiskScore,RiskLabel
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,-2,5,True,False,1.33,5,1,İlkbahar,100,Critical
Havuç,Sebze,Oda Sıcaklığı,7,0,False,False,2.35,6,2,İlkbahar,32,Medium
Ekmek,Fırın Ürünü,Oda Sıcaklığı,1,0,False,False,4.99,0,4,İlkbahar,27,Low
Meyve Suyu,İçecek,Buzdolabı,-2,0,False,True,4.94,6,0,Yaz,88,Critical
Salatalık,Sebze,Dondurucu,4,7,True,True,2.57,3,1,Yaz,83,Critical
Açılmış Konserve,Konserve,Buzdolabı,-2,8,True,True,1.17,2,4,Kış,93,Critical
Salam,Et Ürünleri,Dondurucu,-2,4,True,True,4.21,6,3,İlkbahar,94,Critical
Brokoli,Sebze,Buzdolabı,4,10,True,True,3.11,4,2,İlkbahar,85,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,1,0,False,True,3.47,6,4,Kış,62,High
Marul,Sebze,Oda Sıcaklığı,-1,0,False,True,1.84,6,4,Sonbahar,94,Critical
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-2,0,False,True,3.4,5,4,Yaz,76,High
Simit,Fırın Ürünü,Buzdolabı,-1,6,True,False,0.52,5,1,İlkbahar,96,Critical
Simit,Fırın Ürünü,Buzdolabı,2,7,True,False,2.86,1,5,Yaz,62,High
Zeytin,Kahvaltılık,Oda Sıcaklığı,40,0,False,False,4.58,3,4,İlkbahar,8,Low
Çilek,Meyve,Oda Sıcaklığı,3,1,True,True,4.99,2,0,Kış,86,Critical
Elma,Meyve,Buzdolabı,5,0,False,False,4.3,4,4,Sonbahar,29,Low
Çilek,Meyve,Dondurucu,-1,5,True,True,3.45,1,2,Kış,85,Critical
Karpuz,Meyve,Oda Sıcaklığı,1,9,True,True,2.31,6,2,Yaz,100,Critical
Kaşar Peyniri,Süt Ürünleri,Dondurucu,19,0,False,True,0.26,4,5,İlkbahar,13,Low
Peynir,Süt Ürünleri,Oda Sıcaklığı,3,0,False,True,1.36,2,5,Sonbahar,56,Medium
Poğaça,Fırın Ürünü,Buzdolabı,2,0,False,True,3.81,6,5,İlkbahar,60,High
Muz,Meyve,Dondurucu,0,0,False,True,0.3,3,2,Sonbahar,56,Medium
Poğaça,Fırın Ürünü,Buzdolabı,0,0,False,True,3.54,5,5,Sonbahar,66,High
Kapalı Konserve,Konserve,Buzdolabı,41,5,True,False,4.58,6,5,Yaz,51,Medium
Zeytin,Kahvaltılık,Oda Sıcaklığı,-3,6,True,False,3.9,6,0,Kış,100,Critical
Yoğurt,Süt Ürünleri,Dondurucu,10,5,True,True,2.95,4,1,Yaz,74,High
Poğaça,Fırın Ürünü,Dondurucu,-3,4,True,True,0.95,1,5,Sonbahar,70,High
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,1,3,True,True,4.97,1,5,İlkbahar,60,High
Üzüm,Meyve,Oda Sıcaklığı,-3,9,True,True,4.35,0,5,Yaz,100,Critical
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,0,1,True,True,0.82,1,2,Kış,98,Critical
Brokoli,Sebze,Buzdolabı,1,0,False,True,4.77,1,3,Yaz,52,Medium
Kabak,Sebze,Dondurucu,6,3,True,True,1.98,3,1,Kış,53,Medium
Kıyma,Et Ürünleri,Dondurucu,-3,8,True,True,2.08,0,0,Yaz,93,Critical
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,5,0,False,False,3.19,2,3,İlkbahar,27,Low
Muz,Meyve,Buzdolabı,4,1,True,True,1.47,4,5,Yaz,70,High
Armut,Meyve,Buzdolabı,-1,0,False,True,1.46,3,1,Kış,66,High
Süt,Süt Ürünleri,Dondurucu,-3,9,True,True,3.14,5,2,Yaz,100,Critical
Domates,Sebze,Oda Sıcaklığı,7,4,True,True,2.86,1,0,Yaz,85,Critical
Brokoli,Sebze,Oda Sıcaklığı,4,0,False,True,3.25,3,4,Yaz,70,High
Reçel,Kahvaltılık,Dondurucu,9,0,False,False,2.48,0,5,Yaz,0,Low
Reçel,Kahvaltılık,Dondurucu,87,6,True,False,4.12,4,4,Yaz,37,Medium
Soğan,Sebze,Oda Sıcaklığı,33,1,True,False,0.56,5,5,İlkbahar,34,Medium
Şeker,Kuru Gıda,Oda Sıcaklığı,128,1,True,False,2.12,2,2,İlkbahar,28,Low
Krema,Süt Ürünleri,Dondurucu,6,5,True,True,2.84,1,3,İlkbahar,50,Medium
Ekmek,Fırın Ürünü,Oda Sıcaklığı,-1,0,False,False,3.44,3,4,Kış,49,Medium
Nohut,Kuru Gıda,Buzdolabı,80,0,False,False,2.11,4,0,Sonbahar,16,Low
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,-1,0,False,False,2.81,2,4,Yaz,45,Medium
Armut,Meyve,Buzdolabı,1,9,True,True,2.79,0,5,Sonbahar,73,High
Ekmek,Fırın Ürünü,Dondurucu,3,1,True,False,3.18,2,0,Sonbahar,41,Medium
Kabak,Sebze,Dondurucu,3,0,False,True,0.63,0,2,İlkbahar,24,Low
Domates,Sebze,Dondurucu,5,0,False,True,3.48,1,3,Sonbahar,26,Low
Mercimek,Kuru Gıda,Oda Sıcaklığı,68,9,True,False,3.39,6,2,Sonbahar,61,High
Karpuz,Meyve,Dondurucu,7,10,True,True,2.97,1,5,Yaz,54,Medium
Salam,Et Ürünleri,Oda Sıcaklığı,2,0,False,True,2.66,6,3,Sonbahar,86,Critical
Etli Yemek,Pişmiş Yemek,Dondurucu,2,0,False,True,3.59,1,0,İlkbahar,42,Medium
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,-2,0,False,True,3.17,6,1,Kış,100,Critical
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,0,0,False,True,2.28,2,3,Sonbahar,80,Critical
Salam,Et Ürünleri,Dondurucu,9,0,False,True,4.38,6,3,Yaz,41,Medium
Kabak,Sebze,Oda Sıcaklığı,6,10,True,True,3.37,0,3,İlkbahar,76,High
Portakal,Meyve,Buzdolabı,3,1,True,False,0.42,1,2,Yaz,41,Medium
Domates,Sebze,Buzdolabı,-1,6,True,True,3.27,5,2,Yaz,100,Critical
Süt,Süt Ürünleri,Buzdolabı,6,0,False,True,0.65,0,4,Kış,15,Low
Patates,Sebze,Oda Sıcaklığı,17,9,True,False,4.05,2,4,Sonbahar,41,Medium
Nohut,Kuru Gıda,Buzdolabı,3,0,False,False,0.7,3,2,İlkbahar,29,Low
Bulgur,Kuru Gıda,Dondurucu,76,5,True,False,0.31,1,0,Sonbahar,33,Medium
Üzüm,Meyve,Dondurucu,-1,6,True,True,3.39,4,4,Kış,93,Critical
Çilek,Meyve,Dondurucu,1,7,True,True,2.72,0,5,Yaz,73,High
Marul,Sebze,Buzdolabı,1,2,True,True,0.59,5,3,Sonbahar,80,Critical
Havuç,Sebze,Oda Sıcaklığı,14,0,False,False,2.36,1,3,Sonbahar,2,Low
Şeker,Kuru Gıda,Dondurucu,187,0,False,False,4.05,0,0,Yaz,0,Low
Ispanak,Sebze,Buzdolabı,5,4,True,True,4.92,0,1,Sonbahar,62,High
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,2,0,False,True,0.66,1,0,Sonbahar,50,Medium
Nohut,Kuru Gıda,Dondurucu,79,0,False,False,0.27,6,1,Kış,14,Low
Tost Ekmeği,Fırın Ürünü,Buzdolabı,-1,7,True,False,0.37,3,3,İlkbahar,84,Critical
Kabak,Sebze,Buzdolabı,3,4,True,True,3.33,1,4,İlkbahar,60,High
Sucuk,Et Ürünleri,Oda Sıcaklığı,18,7,True,True,2.82,4,2,İlkbahar,86,Critical
Kırmızı Et,Et Ürünleri,Dondurucu,2,0,False,True,1.59,0,1,Yaz,44,Medium
Portakal,Meyve,Dondurucu,0,9,True,False,1.94,5,4,Yaz,82,Critical
Zeytin,Kahvaltılık,Oda Sıcaklığı,49,0,False,False,1.59,3,3,Sonbahar,10,Low
Ekmek,Fırın Ürünü,Dondurucu,0,9,True,False,2.7,2,5,Sonbahar,68,High
Balık,Et Ürünleri,Oda Sıcaklığı,-2,8,True,True,4.77,2,4,Sonbahar,100,Critical
Ispanak,Sebze,Oda Sıcaklığı,0,0,False,True,3.7,3,2,Kış,86,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,4.82,0,5,Sonbahar,68,High
Kıyma,Et Ürünleri,Oda Sıcaklığı,0,6,True,True,3.86,5,0,Kış,100,Critical
Simit,Fırın Ürünü,Dondurucu,-2,2,True,False,4.91,4,4,Kış,61,High
Reçel,Kahvaltılık,Dondurucu,69,1,True,False,4.56,4,4,İlkbahar,20,Low
Armut,Meyve,Buzdolabı,3,0,False,True,2.26,0,1,Yaz,42,Medium
Tost Ekmeği,Fırın Ürünü,Dondurucu,1,0,False,False,3.53,3,4,Sonbahar,27,Low
Biber,Sebze,Buzdolabı,6,5,True,True,1.98,3,4,Sonbahar,64,High
Süt,Süt Ürünleri,Oda Sıcaklığı,-2,0,False,True,2.86,2,2,İlkbahar,82,Critical
Tost Ekmeği,Fırın Ürünü,Buzdolabı,3,0,False,False,2.57,2,4,Yaz,21,Low
Patates,Sebze,Oda Sıcaklığı,9,2,True,False,1.85,2,4,Yaz,32,Medium
Domates,Sebze,Dondurucu,1,9,True,True,2.84,0,3,Yaz,77,High
Brokoli,Sebze,Buzdolabı,-1,0,False,True,4.89,4,4,İlkbahar,64,High
Zeytin,Kahvaltılık,Buzdolabı,54,8,True,False,1.64,6,1,Yaz,59,Medium
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,-1,1,True,True,2.23,2,5,Yaz,74,High
Krema,Süt Ürünleri,Dondurucu,0,0,False,True,2.77,1,2,İlkbahar,48,Medium
Havuç,Sebze,Oda Sıcaklığı,0,7,True,False,2.4,0,3,Yaz,76,High
Marul,Sebze,Dondurucu,0,0,False,True,4.35,0,5,Sonbahar,38,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,3,8,True,True,1.59,3,2,Sonbahar,100,Critical
Soğan,Sebze,Buzdolabı,14,10,True,False,3.55,0,0,Kış,37,Medium
Krema,Süt Ürünleri,Dondurucu,-2,0,False,True,2.07,4,2,Kış,60,High
Nohut,Kuru Gıda,Oda Sıcaklığı,121,0,False,False,1.45,6,5,Kış,18,Low
Biber,Sebze,Oda Sıcaklığı,4,10,True,True,3.3,0,0,İlkbahar,95,Critical
Şeker,Kuru Gıda,Oda Sıcaklığı,299,0,False,False,3.04,3,3,İlkbahar,10,Low
Reçel,Kahvaltılık,Dondurucu,61,2,True,False,3.75,3,5,İlkbahar,14,Low
Şeker,Kuru Gıda,Dondurucu,222,5,True,False,3.52,4,2,Yaz,41,Medium
Karpuz,Meyve,Dondurucu,2,9,True,True,0.34,3,1,İlkbahar,85,Critical
Poğaça,Fırın Ürünü,Oda Sıcaklığı,0,0,False,True,2.32,1,2,Kış,78,High
Ekmek,Fırın Ürünü,Buzdolabı,-1,0,False,False,4.64,3,5,Sonbahar,43,Medium
Domates,Sebze,Dondurucu,5,3,True,True,4.23,6,2,İlkbahar,76,High
Peynir,Süt Ürünleri,Dondurucu,11,0,False,True,3.93,0,3,Kış,1,Low
Soğan,Sebze,Oda Sıcaklığı,20,6,True,False,2.46,1,0,Yaz,45,Medium
Lavaş,Fırın Ürünü,Buzdolabı,1,6,True,False,1.66,2,0,Kış,76,High
Biber,Sebze,Buzdolabı,2,0,False,True,4.58,5,5,Kış,56,Medium
Armut,Meyve,Oda Sıcaklığı,0,6,True,True,3.62,3,0,Sonbahar,100,Critical
Yoğurt,Süt Ürünleri,Buzdolabı,2,5,True,True,0.5,0,1,Sonbahar,81,Critical
Armut,Meyve,Buzdolabı,0,0,False,True,1.41,0,0,Yaz,64,High
Ekmek,Fırın Ürünü,Dondurucu,2,9,True,False,1.5,3,5,İlkbahar,62,High
Ispanak,Sebze,Oda Sıcaklığı,-2,1,True,True,3.73,1,5,İlkbahar,92,Critical
Zeytin,Kahvaltılık,Oda Sıcaklığı,27,0,False,False,1.74,3,2,Sonbahar,12,Low
Brokoli,Sebze,Dondurucu,-3,0,False,True,1.52,2,4,Yaz,56,Medium
Havuç,Sebze,Dondurucu,10,0,False,False,1.62,5,2,Sonbahar,16,Low
Nohut,Kuru Gıda,Buzdolabı,179,2,True,False,3.89,1,4,İlkbahar,16,Low
Kaşar Peyniri,Süt Ürünleri,Dondurucu,-3,0,False,True,1.97,3,4,Sonbahar,52,Medium
Karpuz,Meyve,Dondurucu,6,7,True,True,1.6,4,1,İlkbahar,66,High
Tavuk,Et Ürünleri,Oda Sıcaklığı,1,0,False,True,2.51,2,5,Yaz,74,High
Kırmızı Et,Et Ürünleri,Dondurucu,5,6,True,True,3.97,6,4,Yaz,89,Critical
Reçel,Kahvaltılık,Buzdolabı,80,6,True,False,3.13,0,0,Yaz,37,Medium
Makarna,Kuru Gıda,Buzdolabı,217,0,False,False,4.37,6,2,İlkbahar,20,Low
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,2,0,False,True,4.17,2,4,Sonbahar,68,High
Peynir,Süt Ürünleri,Dondurucu,10,0,False,True,1.65,3,4,Sonbahar,19,Low
Zeytin,Kahvaltılık,Dondurucu,55,0,False,False,1.52,6,3,Sonbahar,10,Low
Soğan,Sebze,Oda Sıcaklığı,0,0,False,False,3.03,4,0,Yaz,61,High
Makarna,Kuru Gıda,Dondurucu,132,0,False,False,1.17,6,4,Sonbahar,8,Low
Simit,Fırın Ürünü,Buzdolabı,2,0,False,False,2.24,1,1,Yaz,33,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,-1,7,True,True,1.09,4,1,Sonbahar,100,Critical
Armut,Meyve,Buzdolabı,10,0,False,True,3.46,5,4,İlkbahar,35,Medium
Reçel,Kahvaltılık,Dondurucu,87,9,True,False,2.3,5,5,İlkbahar,39,Medium
Meyve Suyu,İçecek,Oda Sıcaklığı,7,0,False,True,1.03,3,2,Kış,53,Medium
Marul,Sebze,Buzdolabı,2,0,False,True,1.39,6,4,Sonbahar,62,High
Ekmek,Fırın Ürünü,Oda Sıcaklığı,1,0,False,False,1.87,4,0,Kış,51,Medium
Balık,Et Ürünleri,Dondurucu,3,3,True,True,3.28,1,1,Sonbahar,58,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,-3,0,False,True,0.59,0,5,Yaz,76,High
Mercimek,Kuru Gıda,Buzdolabı,70,5,True,False,3.93,2,3,İlkbahar,39,Medium
Üzüm,Meyve,Buzdolabı,6,0,False,True,3.3,0,2,Yaz,27,Low
Nohut,Kuru Gıda,Buzdolabı,117,0,False,False,1.6,3,1,Yaz,10,Low
Meyve Suyu,İçecek,Oda Sıcaklığı,7,0,False,True,2.5,6,2,Sonbahar,65,High
Açılmış Konserve,Konserve,Oda Sıcaklığı,-3,10,True,True,3.72,2,2,İlkbahar,100,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,-3,1,True,True,2.28,0,3,Yaz,78,High
Ispanak,Sebze,Oda Sıcaklığı,4,0,False,True,1.76,6,1,Sonbahar,80,Critical
Mercimek,Kuru Gıda,Oda Sıcaklığı,125,4,True,False,1.62,3,4,İlkbahar,36,Medium
Reçel,Kahvaltılık,Buzdolabı,85,9,True,False,3.52,2,2,İlkbahar,41,Medium
Çorba,Pişmiş Yemek,Dondurucu,-2,3,True,True,2.25,2,5,Kış,74,High
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,-1,0,False,True,4.78,1,1,Sonbahar,80,Critical
Armut,Meyve,Buzdolabı,2,2,True,True,0.44,3,0,Sonbahar,78,High
Yoğurt,Süt Ürünleri,Buzdolabı,3,2,True,True,0.28,5,5,Sonbahar,66,High
Poğaça,Fırın Ürünü,Oda Sıcaklığı,-3,4,True,True,4.1,3,4,Yaz,100,Critical
Peynir,Süt Ürünleri,Oda Sıcaklığı,13,7,True,True,2.92,4,5,İlkbahar,80,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,4,0,False,True,0.37,4,2,Kış,70,High
Soğan,Sebze,Buzdolabı,16,1,True,False,3.21,0,4,Yaz,12,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,81,0,False,False,3.29,3,3,Yaz,10,Low
Şeker,Kuru Gıda,Oda Sıcaklığı,269,1,True,False,4.71,1,2,İlkbahar,24,Low
Pirinç,Kuru Gıda,Oda Sıcaklığı,91,8,True,False,2.74,3,1,İlkbahar,51,Medium
Havuç,Sebze,Dondurucu,10,0,False,False,4.16,3,1,Sonbahar,10,Low
Un,Kuru Gıda,Buzdolabı,41,0,False,False,1.44,5,5,Sonbahar,10,Low
Soğan,Sebze,Dondurucu,2,7,True,False,4.2,4,3,Kış,70,High
Üzüm,Meyve,Dondurucu,2,0,False,True,4.4,2,2,İlkbahar,42,Medium
Salatalık,Sebze,Buzdolabı,0,0,False,True,4.61,5,4,Kış,68,High
Meyve Suyu,İçecek,Dondurucu,-2,0,False,True,4.01,1,3,Yaz,54,Medium
Kapalı Konserve,Konserve,Dondurucu,179,0,False,False,4.39,5,0,Sonbahar,12,Low
Meyve Suyu,İçecek,Buzdolabı,4,1,True,True,0.66,0,2,İlkbahar,52,Medium
Salam,Et Ürünleri,Oda Sıcaklığı,-1,0,False,True,3.86,6,5,Sonbahar,92,Critical
Limon,Meyve,Dondurucu,14,5,True,False,4.33,5,3,Yaz,43,Medium
Zeytin,Kahvaltılık,Buzdolabı,2,4,True,False,3.05,0,1,İlkbahar,57,Medium
Bulgur,Kuru Gıda,Dondurucu,79,4,True,False,1.62,6,4,Yaz,36,Medium
Çorba,Pişmiş Yemek,Dondurucu,1,2,True,True,4.46,6,3,Kış,76,High
Marul,Sebze,Oda Sıcaklığı,1,0,False,True,2.05,4,5,Sonbahar,74,High
Muz,Meyve,Oda Sıcaklığı,1,0,False,True,4.56,0,1,İlkbahar,66,High
Ekmek,Fırın Ürünü,Dondurucu,3,8,True,False,1.77,5,2,Sonbahar,66,High
Limon,Meyve,Oda Sıcaklığı,19,0,False,False,1.62,4,2,Kış,16,Low
Peynir,Süt Ürünleri,Dondurucu,3,0,False,True,1.03,2,1,Sonbahar,34,Medium
Portakal,Meyve,Buzdolabı,-1,10,True,False,4.75,5,4,Kış,90,Critical
Elma,Meyve,Dondurucu,12,0,False,False,4.06,6,1,İlkbahar,14,Low
Meyve Suyu,İçecek,Oda Sıcaklığı,7,5,True,True,2.16,1,0,Kış,86,Critical
Simit,Fırın Ürünü,Oda Sıcaklığı,2,10,True,False,4.36,0,0,Sonbahar,72,High
Ispanak,Sebze,Oda Sıcaklığı,0,0,False,True,0.51,2,1,Sonbahar,84,Critical
Nohut,Kuru Gıda,Buzdolabı,104,6,True,False,3.05,2,5,Yaz,35,Medium
Etli Yemek,Pişmiş Yemek,Buzdolabı,-1,0,False,True,4.82,5,4,Kış,68,High
Simit,Fırın Ürünü,Dondurucu,-2,0,False,False,0.25,6,0,Yaz,57,Medium
Süt,Süt Ürünleri,Dondurucu,-1,0,False,True,3.65,5,4,Yaz,68,High
Süt,Süt Ürünleri,Oda Sıcaklığı,-1,0,False,True,0.86,0,5,İlkbahar,68,High
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,3,0,False,True,3.31,5,1,Yaz,62,High
Soğan,Sebze,Buzdolabı,29,5,True,False,4.76,0,4,Yaz,29,Low
Ekmek,Fırın Ürünü,Dondurucu,-2,0,False,False,2.06,6,2,Yaz,53,Medium
Simit,Fırın Ürünü,Buzdolabı,-1,0,False,False,0.95,0,5,İlkbahar,31,Medium
Portakal,Meyve,Buzdolabı,-3,0,False,False,1.34,1,5,Kış,35,Medium
Şeker,Kuru Gıda,Buzdolabı,344,0,False,False,0.71,3,3,Kış,6,Low
Kabak,Sebze,Oda Sıcaklığı,6,4,True,True,2.42,0,5,İlkbahar,63,High
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,-2,0,False,True,0.32,6,1,Kış,70,High
Salatalık,Sebze,Dondurucu,-3,2,True,True,4.35,0,3,İlkbahar,62,High
Kıyma,Et Ürünleri,Buzdolabı,-2,0,False,True,3.13,5,5,Kış,66,High
Çilek,Meyve,Dondurucu,0,6,True,True,2.9,1,3,İlkbahar,83,Critical
Havuç,Sebze,Buzdolabı,-3,0,False,False,4.46,3,1,Yaz,51,Medium
Yoğurt,Süt Ürünleri,Dondurucu,3,0,False,True,3.64,6,0,İlkbahar,52,Medium
Marul,Sebze,Buzdolabı,-3,0,False,True,1.14,2,1,Kış,62,High
Muz,Meyve,Dondurucu,6,0,False,True,4.9,4,3,Kış,25,Low
Çorba,Pişmiş Yemek,Dondurucu,-2,0,False,True,2.11,0,2,Sonbahar,44,Medium
Ayran,Süt Ürünleri,Buzdolabı,5,0,False,True,3.37,0,1,Yaz,42,Medium
Muz,Meyve,Dondurucu,5,1,True,True,2.75,5,2,Kış,64,High
Domates,Sebze,Dondurucu,-2,10,True,True,1.3,4,5,Sonbahar,91,Critical
Makarna,Kuru Gıda,Oda Sıcaklığı,235,0,False,False,2.76,3,1,Sonbahar,14,Low
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,0,6,True,True,4.54,3,2,Yaz,100,Critical
Un,Kuru Gıda,Buzdolabı,70,0,False,False,1.07,1,1,Yaz,2,Low
Etli Yemek,Pişmiş Yemek,Buzdolabı,-1,0,False,True,0.46,5,4,İlkbahar,68,High
Meyve Suyu,İçecek,Buzdolabı,0,2,True,True,0.86,4,4,Yaz,92,Critical
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,0,5,True,True,3.51,5,0,Yaz,100,Critical
Patates,Sebze,Dondurucu,5,0,False,False,0.34,2,4,İlkbahar,13,Low
Balık,Et Ürünleri,Dondurucu,1,0,False,True,1.04,3,4,Sonbahar,42,Medium
Portakal,Meyve,Buzdolabı,6,0,False,False,3.46,3,2,Yaz,16,Low
Tavuk,Et Ürünleri,Dondurucu,3,0,False,True,2.41,0,5,Yaz,26,Low
Meyve Suyu,İçecek,Buzdolabı,-1,0,False,True,3.25,1,3,Kış,54,Medium
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-2,0,False,True,0.5,5,3,Sonbahar,92,Critical
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,1,1,True,True,1.72,5,3,Kış,100,Critical
Ekmek,Fırın Ürünü,Dondurucu,3,0,False,False,2.71,1,2,İlkbahar,13,Low
Süt,Süt Ürünleri,Oda Sıcaklığı,3,0,False,True,4.34,2,3,İlkbahar,60,High
Ekmek,Fırın Ürünü,Oda Sıcaklığı,4,2,True,False,2.19,2,5,İlkbahar,43,Medium
Çorba,Pişmiş Yemek,Dondurucu,-2,0,False,True,3.1,1,4,Kış,44,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,3,8,True,True,2.28,0,0,Sonbahar,95,Critical
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,2,0,False,True,1.7,3,2,Yaz,62,High
Pişmiş Makarna,Pişmiş Yemek,Oda Sıcaklığı,1,0,False,True,0.69,1,4,Yaz,72,High
Nohut,Kuru Gıda,Buzdolabı,163,0,False,False,3.4,5,5,Kış,10,Low
Tavuk,Et Ürünleri,Dondurucu,3,0,False,True,0.68,6,0,Kış,52,Medium
Biber,Sebze,Oda Sıcaklığı,0,0,False,True,2.03,1,0,Kış,82,Critical
Kabak,Sebze,Buzdolabı,7,5,True,True,2.77,3,5,Kış,62,High
Balık,Et Ürünleri,Dondurucu,-3,0,False,True,2.65,2,2,Kış,52,Medium
Salatalık,Sebze,Oda Sıcaklığı,2,0,False,True,0.77,3,2,İlkbahar,76,High
Un,Kuru Gıda,Dondurucu,75,7,True,False,4.88,2,5,Kış,27,Low
Soğan,Sebze,Oda Sıcaklığı,24,0,False,False,3.31,5,1,Sonbahar,22,Low
Armut,Meyve,Oda Sıcaklığı,3,2,True,True,1.56,5,0,İlkbahar,98,Critical
Tost Ekmeği,Fırın Ürünü,Buzdolabı,-2,4,True,False,1.53,1,4,İlkbahar,65,High
Biber,Sebze,Oda Sıcaklığı,4,6,True,True,1.05,6,5,İlkbahar,100,Critical
Yoğurt,Süt Ürünleri,Dondurucu,8,1,True,True,0.85,3,2,Sonbahar,43,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,7,0,False,True,2.65,0,1,İlkbahar,21,Low
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,-3,0,False,True,2.01,0,4,Kış,70,High
Soğan,Sebze,Dondurucu,13,0,False,False,3.39,3,4,Yaz,0,Low
Poğaça,Fırın Ürünü,Oda Sıcaklığı,1,0,False,True,1.74,1,1,Yaz,78,High
Çilek,Meyve,Buzdolabı,-2,4,True,True,3.61,0,4,İlkbahar,76,High
Tost Ekmeği,Fırın Ürünü,Buzdolabı,-1,3,True,False,0.48,5,4,Sonbahar,81,Critical
Karpuz,Meyve,Buzdolabı,1,0,False,True,0.95,4,4,Sonbahar,54,Medium
Tavuk,Et Ürünleri,Oda Sıcaklığı,3,7,True,True,1.59,5,4,Sonbahar,100,Critical
Yoğurt,Süt Ürünleri,Buzdolabı,2,0,False,True,2.13,6,0,İlkbahar,70,High
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,0,4,True,True,1.33,4,1,Sonbahar,98,Critical
Çilek,Meyve,Oda Sıcaklığı,4,0,False,True,2.3,4,1,Sonbahar,72,High
Biber,Sebze,Oda Sıcaklığı,1,0,False,True,4.53,6,4,Yaz,92,Critical
Zeytin,Kahvaltılık,Buzdolabı,40,7,True,False,4.53,1,2,Kış,37,Medium
Karpuz,Meyve,Oda Sıcaklığı,1,2,True,True,4.6,2,3,Sonbahar,90,Critical
Salatalık,Sebze,Dondurucu,0,9,True,True,0.47,6,0,Yaz,100,Critical
Kabak,Sebze,Buzdolabı,3,4,True,True,3.73,4,4,İlkbahar,72,High
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-1,0,False,True,3.36,0,4,Sonbahar,70,High
Kabak,Sebze,Oda Sıcaklığı,-1,0,False,True,1.9,4,0,İlkbahar,94,Critical
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,4,0,False,True,3.6,6,2,Kış,56,Medium
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,1,0,False,True,4.46,4,1,Sonbahar,60,High
Kapalı Konserve,Konserve,Buzdolabı,362,0,False,False,1.53,5,3,İlkbahar,14,Low
Soğan,Sebze,Buzdolabı,26,8,True,False,3.0,4,5,Kış,43,Medium
Ekmek,Fırın Ürünü,Buzdolabı,-3,4,True,False,4.74,2,3,İlkbahar,71,High
Süt,Süt Ürünleri,Buzdolabı,5,0,False,True,0.85,1,0,Sonbahar,40,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,0,1,True,True,0.86,4,1,Kış,100,Critical
Kıyma,Et Ürünleri,Oda Sıcaklığı,3,9,True,True,0.57,4,4,Yaz,100,Critical
Makarna,Kuru Gıda,Oda Sıcaklığı,189,0,False,False,3.3,5,2,İlkbahar,20,Low
Yoğurt,Süt Ürünleri,Dondurucu,2,3,True,True,0.4,6,4,Sonbahar,82,Critical
Çilek,Meyve,Oda Sıcaklığı,2,0,False,True,2.94,2,1,Sonbahar,74,High
Pişmiş Pilav,Pişmiş Yemek,Dondurucu,-2,0,False,True,1.23,4,2,Sonbahar,60,High
Üzüm,Meyve,Buzdolabı,0,3,True,True,1.23,0,4,Yaz,84,Critical
Poğaça,Fırın Ürünü,Dondurucu,-2,6,True,True,1.8,0,1,Sonbahar,83,Critical
Krema,Süt Ürünleri,Dondurucu,6,0,False,True,4.24,1,4,İlkbahar,11,Low
